Username,Summary,Userhistory,label
Crimezsz,getting tired,big lol those little puppy bites you ya didnt listen to me but i didnt listen to youuuu it was a joke at first but i guess her name is officially natalie portman ah yes the strokes going back to their roots and ripping off other artists chefs kiss looks like im getting a husky pup today ya boi got his raise  im gunna hate this new strokes song i hate 80s music i need to have at least 7 kids before i die my biological clock is ticking the only way id even consider moving to la is if it was right in the middle of downtown god dammit i took such a good picture of my avacado toast to post on my instagram story but i accidentally deleted it smh im legit a little bit hurt also what the fuck have have i become yknow maybe jeff bezos did start with absolutely nothing and worked his way up to billions i dont think its impossible for poor people to become rich but that success is just proof that large amounts of wealth only comes at the eense and eloitation of other people another death we werent close but fuck,0
sydnifrazier,getting tired,And i just want to feel youre there when you thought you were having a good day then all that shit is ruined for no reasonltltltltlt niggas get on my fucking nerves bro really wasting my time im dealing with two runnynosed little boys smh hate when a person sends me dry texts,0
fI_grad,getting tired,Ok youre a goon but whats a goon to a goblin theres a lot of middle aged people out tonight like oh ok ive been playing crash bandicoot for like the last 2 hours and wow throwback the dog has decided im her new bed so i cant move its been decided snack cart fridays are my favorite fridays im going to lose my shit on these old men today it is 1005 and luke combs is already sold out except for single person seatscool growth a member of this client team im dealing with asked me to pick up a vehicle title in arizona for themyeah sir let me right on that from florida my mother is convinced im somehow gonna get corona virus and honestly im ready for it to take me out can i just go to sleep now,1
YourKyness,getting tired,These are dumb as fuck i want them the best way i can describe anxiety is it feels like you have a bunch of bees in your chest trying to escape and you have to frantically try to keep them all in there petition to reshoot every one of james francos movies and replace him with dave franco i just bought a pill organizer goodbye youth ill remember you fondly i have no interest in watching the witcher but i probably will just so i understand the memes baba yaga could never if not touching my face is gonna be the difference between life and death im fucked im not a guy or a girl im a bitch you dont know pain until you have one of these snapped against your skull im only 25 and i have to take seven pills every morning bro just end my shit now its only downhill from here thinking of hiring someone to punch me in the face every time i buy something i dont need took a day off to take care of myself today and i still wanna die big time i just look cuter,1
hal_062,getting tired,I really miss my girlfriend i cant sleep at all without her yall complain about weighing 150 but here i am wishing i weighed 150 this is literally me with summer black is back  shits ridiculous i honestly dont understand how a parent couldnt accept their child as a part of the lgbtq community its not that hard to love your child  muhammad hallie  this progressive commercial just came on and here i am excited because i thought it was a new scary movie that came out i hope this man makes it far so i can listen to his music how am i crying watching american idol right now sometimes summer will catch me looking at her and she always asks me whats wrong or what im thinking about but i dont even realize im doing it i just adore her her beautiful smile  her laugh those eyes  i do it out of habit i just love admiring her  i wanna rip that nose ring out and shove it through your eye ciere is bringing me pizza rolls  and cooking them for me i love her i havent worn a full face of makeup in almost a year  and here recently ive been wearing more and summer made me feel extremely beautiful when i wore it so i decided to do it again she makes me so confident and so happy shes so pure my girlfriend i dont get how yall bitches can wake up extra early just to put makeup on oh my fuck i cant sleep for shit,0
TeeladVibes,getting tired,Chivia to the world ultimaloveng bolanle is the show abeg sylvia our lover she know get wahala that look on jerry face tho my ship he his right ultimateloveng my sylvia chivia this convo nah legendary ultmateloveng we move it is on ultmateloveng your 2 favorite will be having issues the funniest thing is that nk man know tu gbadun david chi is lets vote please  chivia or nothing i think cheating shows a persons true character spare yourself the heartbreak and find someone who respects you ultimateloveng ultimatelovechat louis jenny koko jay nkechi david sylvia ultimaloveng,0
commonbadgurll,getting tired,Im turning 20 this year whet the fuck i cant believe ill turn 20 this year but i be feeling like im 12 tl cleanse is important since yall are putting shit on my tl tl cleanse i have some dumb questions the worst moment of my life atletico  i love you want to do this too omg saul the only man ever how did i miss this  eunwoo i am free this thursday night so please call me if you want to hang out this thursday night when i am free my life is been so tough these days all i do is work i dont even have time for myself im so tired of everything i just want to go away,1
GodOfSucc,getting tired,I want to curbstomp this dickhead so bad whats his fucking deal slams controller fuck members at the venue when you whiff your net swing and get stung by a scorpion in animal crossing,1
ScallyWxlly,getting tired,This mf smoking a blunt w no socks on im scared thats tooooo hard wtfuck i can give top 10 and top 10 only in no specific order i think give me love lego house uni tenerife sea shirt sleeves let it out drunk wake me up homeless little lady ft mikill pane can somebody bring me sum cheez itz plz and thats on me ive been searching everywhere and i cant seem to find molly i would like some dairy queen this ones way funnier ive found my favorite tik toc idc this shit made me cackle i really jus cried cried rn thats crazy i mean im good now but damn come and see me for once bro am i gonna cry  onm thats some pussy shit if yall taking balls from the courts bro we all jus trynna hoop use it then leave it old buildings are so sexual to me like ugh i jus wanna turn you into an apartment and raise a family w kids and dogs inside you and get old with you,0
putribadrisha1,getting tired,Seunghun youre so precious cloys ending though im happy seunghuns smile is so precious and adorable i want to protect and keep him in my pocket  the only biasvoting app without paidpayments fanplus lets find out all over the world about my bias through the fanplus app enter aegijy as a recommender and save 500 cash now enter recommender  aegijy daehwi slay slay slay even if i fall deep even if i fall down even when people say things that hurt me i dont care what people say im just gonna go my way  rosescentkiss as much as we wanna see cix safety and health come first everybody stay safe baegonhun having fun while hyunsuk in an escape room baegonhun funniest hard to say goodbye best song tt seunghun bae jinyoung sunbaenim,0
CarolynHarber,getting tired,So now a dog has tested a weak positive for the coronavirus wtf arrogant ignorance yup bout sums it up well he for sure should go visit some quarantined people stayawayfrompeoplewho seek control over others who seek separation over unity who seek chaos over serenity and who seek power over love consistency and devotion to values so my son a rehab director for 10 centers in oklahoma and texas just told me his assistant a speech therapist just returned from india and is at work today imagine several hundred elderly i told him to get his temp every day but if hes asymptomatic for 28 days some one sick hugged him 28 days and countingpressconference what an idiot now im worried what are we doing at state and local levelspressconference this is hard to watch demdebate demdebate2020 well,0
susan_gogo,getting tired,Our airplane inquiry is really taking off we made our own passports today our pilot and copilot are coming in for a landing bill the captain is preparing for the flight for egypt i think shouldve bought a pod seat so she could have more leg room this puffin was amazed at this flashlight activity how can i make one myself if you are bringing your child to school and picking them up please drive with care the puffins had a lot of fun with our new game what kind of guess who game is this guess the puffin the puffins love their goodbye song and always hug it out,0
EeveeCookies23,getting tired,This was kinda hard watching a man make a whole bunch of strawberry plants from a single one is somehow so relaxing this channel just vibes with me its that time of year again where i get to be as tired as the dead all the time because all the plants are getting horny i dont even know how to respond  face bap hey remember when you charged one of your clients 10 for each cough drop he used during his hospitalization this is nasty spending the day off reorganizing my closet its going well i can finally open the doors again and i can take pride in finally being able to fitnot fit in clothes ive had for a while taking a break to play fetch with my kitten now dont let someones funny pithy ads be the sole factor on deciding who to vote for pay attention to whats on their platforms what theyve voted for in the past and that people around them and that includes local elections memes are funny but not for this surprise surprise the dayold account didnt like being noted as being only a day old there really is a lot of fakebooster accounts being made for political muddying right now stay smart check your sources if they only post about politics and spam memes its fake laughing so hard i blew out my voice lol,0
VH1PNUT___,getting tired,Ima take a social media break and not post on nothing for a while see how long i can go all i see is girls with no ass i gotta take a monster shit nut in her hours  send booty pics before bed she not textin you back bro go to bed one day i think dk metcalf can be like julio or to raw hours only girls with no ass are up add my new snap that old snap is done girls with no ass should be sleep should i make a new snap or only tweet my snapchat got hacked its not me nut in her hours i got my own money i dont need yours just be loyal and dont argue she took a hour to text you back she likes the other nigga more you 21 but them titties look 65 bitch whats good add my snapchat vh1pnut1 most bitches be corny and not worth the fuck shes not yours snap me vh1pnut1 snap me ngco vh1pnut1 the relationship will only work if the woman love the man more i would like to see ya titties i like black girls white girls mexican girls i like all colors just dont smoke crack or meth bitches be like  follow my boo  no she ugly as shit white kids be talkin to they parents like  fuck you dad suck my cock  how was work  oh thats nice let me see ya titties benny fire but conway flow is stupid snap me ngco vh1pnut1  not gettin cheated on,1
2onesixCLE,getting tired,On my way to the top i dont care what it takes i seen yall at the airport coming from mexico with the fresh bbls yall snatched lets just act like last night and this morning didnt happen ok cool if they delay my flight and i get stuck in cleveland ima be pissed august need to hurry up,0
kattiieesillvva,getting tired,3 people followed me and 2 people unfollowed me  automatically checked by it is what it is one person followed me and 2 people unfollowed me  automatically checked by never been more stressed out amp confused in my life i just dont understand how it goes from so good to so bad in such a short amount of time 5 people followed me and 2 people unfollowed me  automatically checked by khalid either puts me in a good mood or makes me simp no in between literally never been in so much pain in my life 2 people followed me  automatically checked by 3 people followed me and 2 people unfollowed me  automatically checked by,0
EngrMSSQ,getting tired,I was wondering when new image from zack will appear and he gave us on supermans birthday wonder whats happening here date tbd supes batman lois and martian at kent farm  btw henrycavillisoursuperman benisourbatman amyadamsisourloislane releasethesnydercut ok i couldnt resist anymore went and watched ep 1x08 too wow what an emotional ending you wrote it so well i cried many times watching this epic tale laughed at jasiker jokes amazed by yennefers powers ciris struggles witcher always the honorable watching ep 1x07 right now the search for ciri begins my thebatman screensaver by say hi watched and today extremely beautiful movies 1 ff fabulous friday dc dceu dcunited i will start with saying i love all dc movies amp love dc fandom i maybe no one here most of u all dont even know me but just a guy trying to bring all dc fans together lets unite thanks fabulous friday is amazing,0
angelyounginn,getting tired,You can look good but its bout hygienes it aint dat sears everybody then turnt into music aamprs roun this bitch kitana was tryna finish her idk why i believe kirk was gon flame they ass if he went up there fuck the irs wat u do is incomparable like wtf is this nigga is that like a bape dresser draw shit raw lowkey hittin that bit ion do that sharing shit,0
zahynnab,getting tired,Na nonchallant attitudes dey worry us for this country all those that boarded that flight should be contacted this morning and tested all of them for sarabia to suspend pilgrims visa we should all know this virus no be by prayers at allwe need to take precautions and prventive measures na god we go still call sha but shey people wont go for hajj  we dont just know how to set our priorities right in this country repentant terrorists to get foreign education for what how im more worried about little children how can they protect themselves when they dont even know whats going on eeey god how can i spend more than a week in this town and not step out lol i pity myself i heard corona virus is now in 40 countries pls how many countries are in this world sef who else has gone out with two different slippers before i just heard someones eerience ,0
dremoney4_,getting tired,Always get me right lmaoo yea ight  wouldve been major problems lmao naw we just be chilling fr,0
KevinGillman,getting tired,Two things the need to do the rest of the season 1 build an early lead in games 2 take a deep breath injuries are taking its toll but the time is still there to make playoffs lets start tonight bobby bradley is having a fantastic spring great to see indians i loved that ending it wasnt an attack just a respectable challenge and it was accepted john cena vs the fiend at wrestlemania but dead silence from the announcers they needed to sell that smackdown sound the trumpets is home smackdown in 2 weeks i will be chilling in toledo i need the time away the boss is back smackdown so isnt airing jays vs tigers game thanks for the heads up,0
ErikaAbrahamss2,getting tired,Not cool  i do  this this this this stop it msm   this this should not be how things are done this  this this and all on our tax dollars remember compassion pure chance folks i think our intelligence is being insulted yes please william mcraven if good men like joe maguire cant speak the truth we should be deeply afraid  2020 is for the whole ball of wax fight4democracy deranged this this this is  is very smart and a very good man listen to  pass it on this,0
Drew_MacG,getting tired,Grace feeling chilly this morning gracethefigaro nissanfigaro nissanfigaroownersclub nissanfigaroowner figaro snowshowers silsoe repost mikegarson with  four years ago we still miss you david,0
_marydonyae,getting tired, wow my heart breaks watching this hunnnnyyyy wyaaaa,1
RobinEdgar,getting tired,Former president rev peter morales makes history in a plaguurized from his cum stump speech announcing his candidacy for president,0
DanaWindowman56,getting tired,Sorry nance but ya aint gonna who in the fuck needs something like this america better get used to not getting every little trinket that they wantbecause most of them come from infected china get used to it over consuming america chris interviewed joehummahhhchris and joe who thats why its so funny the first president to get a standing ovation for his comedy routine hummthey usually steal the rims and the tires not just the tires hahaha im a male and i had periods when i was married i got laid once a monthrain or shineanother reason i got divorced that or a liberty mutual commercial i will never buy anything from them just because their endless ads annoy the shit out of me ,0
AndreJordmc97,getting tired,Arent known says who rival amp oppo fans media outlets amp football twitter accounts wheres your head at how are these verified they are 1922 points clear of us or whatever still ringing up about little old city corporate section straight after half time clever clogs you are someones lost their head won another trophy whilst you are dropping tears on a calculator ill say it again this has aged very well this account is the gift that keeps on giving sergio aguero amp leroy sane,0
Ibbrii,getting tired,I miss monterey i wanna smoke at casa verde dee called me a light weight and now im too fucked up i hate her lmao so all the plugs got lives all of a sudden thats cool i love waking up to selfies of my gf she so fine fly to france wine and crackers honeymoonin with the bitch ok but do yall understand how frustrating it is when you have hella kids come up to you and tell you 5 apples 2 oranges 2 apples 9 oranges i be ready to lose my shit back to back baby sheeeesh noooo you called me crazy but it was my intuition people really think i run on their time thats wild pretty sure im still drunk i am always on some bullshit thank you for being my lifeline uber drivers be hearing some wild shit cus i really act like they arent in the car with me we love to see it i really hate packing,1
Torimoore1028,getting tired,My partner comes home today all i wanna do is smoke a blunt and cuddle them sooo hard ughhh come home baby being in a healthy relationship has become so important to me to grow and learn everyday with my partner is all ive ever wanted ive never had a partner who pushed me or helped me growuntil now god i am so thankful for them everyday im so madly in love,0
RR_EVERYTHING,getting tired,Random fact about me i love all things mint i was able to get delicious shamrock shake tonight and i finally found the dark chocolate and mint kitkats bars yum as long as we get more sam yes id totally be down for an uncharted 5 i didnt know who he was but it ended up being a good one youre welcome dad for the first time in i dont know how long i have over 300 gb out of 500 available on my macbook pro i had to go in and delete a huge library of stuff i didnt even realize i still had on my computer this is great because now i should be able to film two videos at a time does anyone know if deleting render files from final cut pro will ruin all of your current projects this might be a dumb question but i am not good with technology and dont want to end up without my library again,0
catsanie,getting tired,Master of life and death wwx for another beautiful design for a beautiful au it was a lot of fun drawing these glowing flowers uwu me the girl on the same bus as me with the rainbow bag im in my universitys library and literally in love with it omg highschool never made me feel this excited to learn things might just fucking read fgep i cant handle their cuteness on my tl the pic didnt load and i thought this was about scar i shahsjsjslskslk literally the only time i drew him without a blush is when i drew him dad lrt i agree on base level with studying and drawing regularly but if you feel like doing studies everyday for 2 hours makes you dislike drawingtreat it as a chore then you probably shouldnt do this pick a pace thats comfortable for you no one me puts blush on mq god my head hurts so bad im going to bed gn everyone i wanted to do this too with fengqing feel free to disagree lol some of yall rly need to tone it down a bit,0
NajjPajj,getting tired,You really do lmao and the worst part is this only ever comes out of a broke bitch mouth my cry baby ass needed this hack thank you if he dont eat your ass then he dont love you its as simple as that a face no 1 i had the best dessert of my life last night at del friscos cant stop thinking about it date night with my husband tonight broke people not allowed to bid lmfaoooo on my life scorpios period i need a nail hair amp eyelash appointment i feel so chewed i feel so unproductive rn,0
Ahreeahnah,getting tired,Our pe coach pick up the speed ms ward me exactly how pe felt to me i hatedddd doin the basketball unit theyd make us do dribbling relays around cones my team would start out strong cause of the girl ballers amp then here i come during my turn blowing the lead zhanes groove thang feels so good this had me dyingggg at like 2am last night if we take off now we can catch the sun maybe watch it set have sex get some rest wow this lil baby cock cookie,0
Raghad_8055,getting tired,You are delicious hahahahshgshdhdusiskkdofjfifjdhhsuwiywoqoejdjfkirkf im a sloth i reqlly thought i could study during ikmun hahahhahahahgahaggah felix uploaded after a month long week yayayaggahahaygaga i love him my breakfast is gum,0
wonpillls,getting tired,Pentagon so generous giving out free serotonin mais ma vie merci belle mmm most of it feels wrong but yeah bibin libre et vous rien so you mean this je veux que me battre avec lui fine af et il le sait will i ever get over lexcellence de dr bebe of course i wont je lecoute tous les jours ils ont nomine ni pentagon ni moonbyul please say sike arretez de faire genre que votre appli de merde sert a quelque chose,0
meerahh_j,getting tired,This the most beautiful thoughtfulness shit i ever seen in my life my scenarios i come up with in my head be crazy but guess what i be believing them tf they aint come to my head for no reason bitch do you want my life atp like do you wanna be meyooo im ctfu i got the right to spit on certain bitches if i ever see them in person and if the opportunity present itself thats exactly what ima do let whoever think whatever a true testament of someones character is what they do when youre not around asked someone for nothing and they still fell short megtgtyou it feels much earlier than 230 i really been sleep all day long i dont trust a lot of people so if i say that i trust u dont take it for granted,0
minbutera,getting tired,These are so pretty her headergt my childhood omg no way noooooooo yup billboard posting that but clarified sht lmao anyways help and your faves doesnt have neither of those so what now afraid of what aint nobody was gonna check out nct with or without bts dropping the mv anyways highly publicized a crying that day this is their best mv omfg cant stop watching it,0
SwissIntl,getting tired,Following the announcement by the school is closed until sunday 5th april why have all gatherings been cancelled does this decision only apply to student gatherings and activities how long will this decision last answers in compliance with instructions from the pertaining to covid19 we have ceased the following with immediate effect and until further notice what are the new developments in mathematics and what skills will students have to develop,0
makislesbo,getting tired,Past 12 am not good u ever think about how prettty wmen are that was one of the worst amq matches i have ever played lmao chihayafuru got me to second place in an amq match my goat kd the way amq works is so inconsistent cant wait til i get to the second half of aikatsu season 3 and understand the kinography of start dash sensation aikatsu has zero bad ops or eds from what i have heard chihayafuru kinography i havr never been horny in my life this image being cropped like this is way more funny than the original and i cannot elain why motherfuckers will think im not the gayest person alive when for the longest while when i got really tired?ÿ,1
Kariaaak,getting tired,Love how everybody likes telling my business literally bout to smack everybody in this household my backyard floods a little too fast my dads memoji has two lip piercings a nose piercing and an eye lid piercing ima check on him cause nah crying literally does nothing but make the aching worse my head is spinning right now like literally at this point ion never think ima get all i want want my nails done but i just cant seem to find a nail tech that i absolutely love all the way around prices work time and all my moms had 3 at 20 and baby she was bsingggggggg fr i could never judge i just dont understand how girls having babies at like 16 or 17 i wasnt built for that at that age i wanna do the flip the switch thing so bad girlfriend here i come,0
rzk_ali,getting tired,If violence had happen from roof top means the persons have acted in self defense what was the business of mob to stand and collude to attack muslim in front of there house muslims also have right to self defense how should they save themself does anyone have answer obviously there is no police to protect so fire has reached in front of there house can now they have a right to self defense or they should commit suicide muslims have to use self defense to survive,0
bIackdemarco,getting tired,Venmoed kathy 2 dollars for robux go forth and prosper queen iii wannnnt it thaat wayy woah i wannnt it thaatt wayyy thinking about this tonite perhaps i owe kathy my life imagine we get eternal atake and a new frank album in the same month finally i can tweet about how bad i wanna see a piano get dropped on conan grays head and not get clapped no chicago date lollapalooza bayyybeeeeee me want play minecraft,0
buff_egan,getting tired,In memory of the iconic christy ring who died on this day in 1979 born in cloyne in east cork he is widely regarded as 1 of the greatest hurlers of all time rip christy a hurling god in memory of cormac mcanallen who died on this day in 2004 at the age of 24 a remarkable young man who achieved so much his name will be forever be remembered as a hero ar dheis de go raibh a anam jesus pat spillane at full forward v brian cody in colleges hurling back in the day sounds like a iconic battle super win for tyrone against the dubs above in omagh unreal long distance frees by niall morgan in those horrendous conditions straight over the black spot and you cant teach that fair flaking in the tunnell at half time above in omagh,0
dipx_design,getting tired,Looks super slik great job on the rebrand denk dat dit best wel goed toepasbaar is op twitter damn dit is heel vet,0
iMarkj3,getting tired,Gon be a handy dyke 2mar amp put together my tv stand ill ride the shoulder before i let a truck get in front of me ft this girl amp now her smile amp pleads got me getting outta my bed cus she wan talk in person i know she just want some dick she dont care about my day you cant use ya other fingers to f nvm if i were a fem i think i could understand how it feels to love a dyke i swear id be a better fem one thing a filipino gon do is sang love man how yall be doin this babe i got my book bag,0
theorygurl,getting tired,Hunter biden living that caroline calloway life pitching a show about a powerful elf warlock who discovers that he is a character played by a tween boy in small town indiana during the reagan years i call it stranger than things avoiding coronavirus by running really fast synecdoche new york is about a man who gets really into dnd salving each of my wounds with the topical cream known as time joe holding female staffers by the shoulders while amy throws things at them as the only woman online i am offended when there are other women online,0
Willo290592,getting tired,What o shit assuming this goes the way that every decision in this timeline has gone trump is going to beat the fuck out of biden what a fucking game yep thats lil dicky disney needs 2 things to be worth it simultaneous usuk star wars tv stuff releases simpsons seasons 2 to about 10 what a strange set of nominations based on the sounds my ps4 is making trying to get this demo to work can i assume the ps5 will be getting the final fantasy 7 remake come home,1
winterlighttae,getting tired,Should i organize my shelves and hang up posters or catch up on my k drama its actually bigger than my textbook i my heart ive ascended holy shit i cant sleeeeeeeep,0
PMEnergy,getting tired,And yetshe has md behind her name frighteningsick corrupt media has to stay in business some how he doesnt know squat about anything maybe they watched the democratic debate too long ummmmmmthe vodkas getting warm silly sounds like a bias to me uhhhnote to selfdo not view during lunch this should be retweeted wowif you can pull that offcan you come to america next we still have huge pedo shit going on id start in california didnt she get 145 million from russia to the clinton foundation sell 20 our uranium to russia get paid for speeches from russian oligarchs ohand epstein didnt kill himself no way another hero diessad,0
SmallRudd,getting tired,I just voted in my first election and nothing feels better than being able to say i voted for my lord and savior bernie sanders if you havent please go out and make your democratic voice heard me to older men irl ew yall are gross me to older men on the internet paul rudd in,0
RidOfGOP,getting tired,Robertss has given up on his legacy history will not be kind to the roberts court its always obamas fault mike bloomberg drops out yeah now use all your billions for good primaries vote with your heart general election vote with your head happy dance ba bye dont let the door hit ya where the good lord split ya happy to see so many young people in line to vote in texas what are they hiding truly heartfelt thoughts and prayers for all,0
callmeeevaal,getting tired,Me everything single day for no reason putting low battery mode on your phone really makes a difference i love this lmaoooo no cause idc but you say youre over amp done with meee i really want to make a whole cake looks so satisfying strawberries with sugar gt a fact lol awww lmaooooo thought she had a beard i look 12 without make up ever checked someones page then just go about your day then they follow you a couple of days later thats that weird shit lmao this is disgusting this video bothered me so much this is my biggest pet peeve,0
aymeoo,getting tired,Independent dah emg paling bener ribet bgt si jd org smoocchhhh ajg gue masi praktikuuummmmm i really miss them gue baru sadar dong comeback kali ini gaada teaser mv hey,0
NARUKA0S,getting tired,Moni 2 people followed me and one person unfollowed me automatically checked by i love you moni,0
bald_sego,getting tired,Bad energy stay far away yoh sbwl maldives or bali just got an extension i didnt ask for sbwl ibirthday rounds bethuna i met such an amazing girl today how do i get a flat tummy in 6 days emcimbini live im such a deadbeat friend so i need to kinda do this lmaoooo hayini compiling a guestlist for a 21st braai is such a mission i need the strength to be unapologetic mntbw sonqeni to turn 21 in 6 days thank you baby its too hot confess your sins guys,0
rohithiware,getting tired,They had to change our itinerary due to health concerns so instead of jamaica and cayman were stopping in key west today and belize thursday the drama at work is getting wild lol i make myself laugh me buying more chocolates from melissa her thanks for supporting the tennis team me thanks for supporting my bad habits low blood sugars at work are going to be the death of me my coworker just came back with bobs walked me into the office and said okay i need you to sit here eat and take a break youre doing too much like what im being lazy today taco burgers smack at any time of the day my eyes have been so gray lately and i love it everyday above ground is a great day,0
xanimallanguage,getting tired,Oh my god its happening its fucking happening oh my goooodddddd im crying my actual dream omg serena is the cutest person in the entire world 7 and 8 obvs this is what happens when me and drink together alone nerf wars i came i saw i conquered i balled wow i rlly just got sad cause i miss being in vegas lol i wanna know who tf came up with leap year like why is this a thing wow goals omfg i wish i was there if i die before i make it to work its because my dad doesnt know how to fucking drive i hate being in the car with my dad i always get yelled at lmao i hate it here i heard tn,0
_ezzatdaniel,getting tired,"Peter parker is like that one kid in class that's so optimistic, annoying and talks too much but you just cant hate him because he is too precious, i guess? But there is nothing more to be sad and cry about, i've never been alive anyway i need lunch, unlimited money and yes more osaka-honolulu flight one of a kind that no matter how much it hurts me that i could still take it no matter how much it forced me to leave, i'd still run as fast as i could in snap of wave and flash of smile i was definitely out of someone's league even back then and now, never complaint even once because i knew i myself dont compete and compare with others 3rd morning tu better mintak position dekat belakang je lah, ytjt hahaha, i dulu memang gone dah after flight or 3rd morning tu, anyway safe flight to wherever you go wake up and crying and sweat, worse feeling ever i browse and i listen to song's cover and cry in the middle of the night, at this time i got a lot of offdays next month and i'm thinking of doing that thing again, running away from everyone, missing out of reach for entire offdays and come back like nothing happened for my work gonna put all the blame on my sleeping pattern ",0
jdsouter,getting tired,"Sad this series has endedNew legislation: Its been rated 18. So keep an eye out for juniors misusing itNo, theyre all awful. Converting personal greed into philanthropy is not endearing. Especially off t",1
magicalgirlkyra,getting tired,"I woke up an hour before I needed to, couldn't fall back asleep, and somehow my podcast app had played several hourYeah, that's like, the opposite of a problem?",1
___samgabrielle,getting tired,Guys my knees hurt like - am I going through a growth spurt?Or eat.,0
pere_skop,getting tired,This is on Dons front step. Family should file a wrongful death suit on donny. Heck everyone who has lost a family,0
luikaOJO,getting tired,"I TURNED ON THE TV AND HE CAME ON HUHUHUIya Tiff huhuuuIk this is an old trend but hello of my inconsistent artA tteokdinnie art style eerimentI'm sad, the thread broke",1
falconch11,getting tired,Ludo and PUBGLock downstay at home and do like this these days every one sad,1
DorotaM2373,getting tired,"And such friendship is invaluable. Rori commenting on Anya as a person on the occassion of the Witcher premier. I mean, wow!Love this lullaby! And my younger brother used to cry when listening to our mum singing it -Impressive research . And you can see Rori Hawthorn in one of the pictures,too.Are you talking about me and my son?...sing really well (if we're talking about Yen from the show",0
veyveya_,getting tired,"Deep talks. One person. So nice.Look at the birds of the air: they neither sow nor reap nor gather into barns, and yet your heavenly Father feeds tFast from words and be silent so you can listen.Fast from grudges and be reconciled",0
TheExspiravit,getting tired,Sad but cuteIt pretty much feels like Ramaphosa just told us that the first 14days were the tutorialWhole country: 7 days to go President Ramaphosa:Pretty much. Someone had to remind me its a long weekend tomorrow,1
scrapegroat,getting tired,ShhNot sure about that tbh. Has anyone costed shutting down *all* business? Also absolutely no furlouIt's a bit awkward that politicians and bankers are the people who are the least trusted with money.Also you are allowed to go to work if your employer hasn't been paid off to stop operating and you can't work from home.You don't trust MPs to appropriately administer a departmental budget of up to 10k? I have bad news for you.,1
I___amBrad,getting tired,They are STUDYING THERE MEHN DON'T IRRITATE ME NOW.. READ THE TWEETS IN THE TAGIt's a bro.. I'm a boy.. And i didn't know they were racist even before the disease,0
alexokoampa,getting tired,"After 3 weeks of anxiety, many texts of delayed or extended delivery dates, Argos have pulled through against all oYay you officially got the flat!!!",0
stuart_lally,getting tired,"Everyone I know has said the same thing when I ask. It must be a something to do with the anxiety, mayYou all may see this as pessimistic, but I think this shows serilove thisIts insane",1
ragepillpodcast,getting tired,"100%. Even though we often think China are focused on international issues, they worry far more about their domesti100%. Even though we often think China are focused on international issues, they worry far more abouttake note",1
aingmaungmeong,getting tired,Ko bs bs nya gue ngirim barang ke kosan lama semoga alamatnya beneran keubah huhu sad,1
wendilaurie,getting tired,"It is my biggest fear that something happens to my mum (living in Scotland) and I cant go to her. 1Having day off but still checking on my emails to ensure that if any TNA is struggling/has aA way to help this is - each night write down three positives from your day, even the smallest thing.My understanding is that she will be paid by if shes working there.Looks like the sun has wings.",1
voidlatina,getting tired,gorillaz ha sacado cancion asi que ya es un buen diame to the man i told to go to therapy and told me that he was sad but not to that point...he soado que me tiraba a mi ex y mi padre nos pillaba en fin no se qu cojones pasa en mi cerebro pero bueno at lemira que soy una hija de puta cuando me cabrean pero ... decir esa puta mierda yall sick,0
ChooseLifeSoton,getting tired,A terribly sad day for NI.Many women &amp; families will be hurt by this.The intentional killing of a humanA terribly sadA terribly sad day for NI.Many women &amp; families will be hurt by this.The intentional killing,1
markadayofdays,getting tired,"I can't take the credit..... I saw it yesterday, cracked me up!I've been ripped about that for years......Love it!Classic film!",0
RhiannonCura,getting tired,honestly try it its so prettyaww I know its so sadI love when you peel an orange and theres the little sprays of the juice. beautiful. really noticing the finer thiomg same,1
general_trash,getting tired,best people I think,0
jhewitt123,getting tired,"Brace yourself Leon, academic anodermomics is now upon usLiberal academics new plan to probe anoderm diversity",0
alastairjdunlop,getting tired,"They gave me vinegar mingled with gall,But more with malice: yet, when they did call,With Manna, Angels food, IA king my title is, prefixt on high;Yet by my subjects am condemnd to dieA servile death in servile company.Was ever grief like mine?Betwixt two thieves I spend my utmost breath,As he that for some robbery suffereth.Alas! what have I stolen fromNow heal they self, Physician; now come down.Alas! I did so, when I left my crownAnd fathers smile for you, to fBut O my God, my God! why leavst thou me,The son, in whom thou dost delight to be?My God, my God Never was grief like mine.",1
BTW4change,getting tired,"TrashWatched it live. Goodness man, it was RAW. Never heard weep like that during an interview. Th",0
OhamsDecency,getting tired,"My major fear all my life has been getting married as a broke lady. That shit will send you to early grave.Sis, it cannot be me.I love herOh lawd, Aluta!!!! That's how Mercy and Ike woke you upShaa, you're gonna give people heart attack somehow.",1
TurntableKittah,getting tired,North Carolina looking to continue lockup forever.Preparing for social control of society.,0
1nacho4ManU,getting tired,"Sad news Andrew. She was an incredibly beautiful woman, so full of life and such a shame to see her goIm not saying China didnt report or that England and US didnt act according. Im just saying theFirst case in US was not until Jan 18 which China reported no new cases. Viruses Spread and mutatefor you girl.... stay strong loveAll of the heros out there deserve it.... thank you for being out on the front lines for the rest of us.",1
forruhaa,getting tired,"My first impression was ""Hahahahahahahah"" smol kidsNoIdc how you look but if you smell nice aaaaa take all three of my qabool hai'sMish who do i have to killTayyaba stop it",0
RK_Insight,getting tired,Fantastic,0
farooqelvis,getting tired,this what my sweaty ass hands think 24/7methat's a new one,0
